CARS,HHSPTYPE,TENURE,PERSINHH,ECONPRIM,ETHGROUP,LTILL,MSTATUS,OCCPATN,SEX,SOCLASS,SEGROUP
0,3,2,2,9,1,2,2,213,1,4,12
1,1,2,2,1,1,2,2,213,1,4,12
1,2,2,2,9,1,2,2,213,1,4,12
1,3,2,5,1,1,2,2,213,1,4,12
1,3,1,2,8,1,1,2,213,1,4,11
0,3,2,5,1,1,2,2,213,1,4,12
1,3,2,1,1,1,2,2,213,1,4,12
1,3,2,4,1,1,2,2,213,1,4,12
1,3,1,3,8,1,1,2,213,1,4,12
1,3,1,4,8,1,1,2,213,1,4,12
1,2,2,2,9,1,2,2,213,1,4,12
1,2,2,2,6,1,2,2,213,1,4,12
1,3,1,3,1,1,2,2,213,1,4,12
0,2,7,6,1,1,2,2,213,1,4,12
1,3,1,2,9,1,2,2,213,1,4,11
1,3,1,5,6,1,2,2,213,1,4,12
1,2,2,2,8,1,1,2,213,1,4,12
0,2,1,2,9,1,2,2,213,1,4,12
0,2,1,2,9,1,2,2,213,1,4,12
1,2,2,5,5,1,2,2,213,1,4,11
0,2,2,4,9,1,2,2,213,1,4,12
1,2,2,4,1,1,2,2,213,1,4,11
1,3,1,3,6,1,2,1,213,1,4,12
1,2,2,3,8,1,1,4,213,1,4,12
0,2,7,3,8,1,1,2,213,1,4,12
1,3,2,4,1,1,2,2,213,1,4,12
1,2,2,2,1,1,1,2,213,1,4,11
0,3,2,2,9,1,2,2,213,1,4,12
1,3,2,4,8,1,1,2,213,1,4,12
2,3,2,3,6,1,1,2,213,1,4,11
0,3,2,2,7,1,2,4,213,1,4,12
1,2,7,4,8,1,1,2,213,1,4,12
2,2,1,3,6,1,1,2,213,1,4,12
1,3,2,3,1,1,2,2,213,1,4,11
0,3,7,3,9,1,2,2,213,1,4,11
0,2,7,1,8,2,1,3,213,1,4,12
0,3,2,4,8,1,1,2,213,1,4,12
1,3,7,6,6,1,2,3,213,1,4,12
0,3,7,3,9,1,2,2,213,1,4,12
0,3,7,4,1,1,2,2,213,1,4,12
1,4,2,4,1,1,2,2,213,1,4,12
0,3,2,5,1,1,2,2,213,1,4,12
1,3,2,2,1,1,2,2,213,1,4,11
0,3,1,3,9,1,2,2,213,1,4,12
3,2,1,4,9,1,1,3,213,1,4,11
0,3,7,2,6,1,2,3,213,1,4,12
1,2,2,3,1,1,2,2,213,1,4,12
2,2,2,5,1,1,2,4,213,1,4,11
0,2,7,2,9,1,2,2,213,1,4,12
1,3,2,4,8,1,1,4,213,1,4,12
1,2,7,4,8,1,1,2,213,1,4,12
1,2,1,2,8,1,1,2,213,1,4,11
0,3,7,3,8,1,1,2,213,1,4,12
0,3,7,2,9,1,2,2,213,1,4,12
2,1,2,4,7,1,2,1,215,1,5,13
1,3,2,3,1,1,2,2,215,1,5,13
0,2,7,5,1,1,2,3,215,1,4,11
1,2,2,4,1,1,2,1,215,1,5,13
0,2,7,3,10,1,2,1,215,2,5,13
1,2,7,3,10,1,2,1,215,2,5,13
0,2,2,3,1,1,2,2,215,1,5,13
1,4,2,2,1,1,2,3,215,1,5,13
1,2,2,5,1,1,2,1,215,1,5,13
3,3,2,6,1,1,2,1,215,1,5,13
1,3,1,5,3,1,2,2,215,1,5,3
1,2,7,4,1,1,2,2,215,1,4,11
2,2,1,1,1,1,2,1,215,1,5,13
2,3,2,3,5,1,2,2,215,2,5,13
0,2,7,5,8,1,1,1,215,2,5,13
2,3,7,5,6,1,2,2,215,2,5,13
3,2,2,4,6,1,2,1,215,1,5,13
1,2,7,3,1,1,1,1,215,1,5,13
0,4,7,5,10,1,2,2,215,2,5,13
1,2,7,2,8,1,1,2,215,1,5,13
2,2,1,4,1,1,2,2,215,2,4,11
1,2,2,4,1,1,2,3,215,1,5,13
0,3,1,4,5,1,2,1,215,1,5,13
0,2,7,6,1,1,2,1,216,1,7,19
0,4,7,1,8,1,1,1,216,2,7,19
0,6,7,1,1,1,2,1,216,1,7,19
3,3,2,6,1,1,2,1,216,1,7,19
2,1,2,4,1,1,2,2,216,1,7,19
1,3,2,4,1,1,2,2,216,1,7,19
1,3,2,4,1,1,2,1,216,1,7,19
1,3,2,6,1,1,2,1,216,1,7,19
1,2,7,1,8,1,1,4,216,1,7,19
1,3,2,5,6,1,2,1,216,1,7,19
1,2,5,5,1,1,2,2,216,1,7,19
1,3,5,2,1,1,2,2,216,1,7,19
1,3,2,4,1,1,2,1,216,1,7,19
1,2,2,4,1,1,2,1,216,1,7,19
1,2,1,1,9,1,2,5,216,2,7,19
2,3,2,8,6,1,2,1,216,1,7,19
1,3,2,4,1,1,2,2,216,1,7,19
2,3,2,2,1,1,2,4,216,1,7,19
1,2,2,6,1,1,2,1,216,1,7,19
1,3,2,4,1,1,2,1,216,1,7,19
1,3,2,2,1,1,2,1,216,1,7,19
2,1,2,4,1,1,2,1,216,1,7,19
2,3,2,4,1,1,2,1,216,1,7,19
2,2,2,5,7,1,2,1,216,2,7,19
2,2,7,3,1,1,2,1,216,1,7,19
1,2,5,3,1,1,2,2,216,1,7,19
1,4,7,5,6,1,2,1,216,1,7,19
3,1,2,5,1,1,2,1,216,1,7,19
1,3,2,5,1,1,2,1,216,1,7,19
1,3,5,3,1,1,2,3,216,1,7,19
1,2,2,3,1,1,2,1,216,1,7,19
2,1,2,4,1,1,2,1,216,1,7,19
1,3,2,3,1,1,2,1,216,1,7,19
1,3,5,4,1,1,2,2,216,1,7,19
0,3,4,4,1,1,2,1,216,1,7,19
1,3,2,4,1,1,2,1,216,1,7,19
1,2,3,3,1,1,2,2,216,1,7,19
2,3,2,4,1,1,2,1,216,1,7,19
0,3,4,3,6,1,1,3,216,1,7,19
1,3,2,2,1,1,2,2,216,1,7,19
0,3,7,4,1,1,2,1,216,1,7,19
1,2,2,3,1,1,2,2,216,1,7,19
1,1,2,4,1,1,2,2,216,1,7,19
0,3,2,4,1,1,2,1,216,1,7,19
1,2,2,4,1,1,2,1,216,1,7,19
1,2,7,4,8,1,1,1,216,2,7,19
1,3,5,4,1,1,2,2,216,1,7,19
0,3,7,7,6,1,2,2,216,1,7,19
0,3,7,3,1,1,2,1,216,1,7,19
2,3,2,5,1,1,2,1,216,1,7,19
2,3,2,4,1,1,2,1,216,1,7,19
0,3,2,3,1,1,2,1,216,1,7,19
1,2,7,3,1,1,2,1,216,1,7,19
3,3,2,4,1,1,2,2,216,1,7,19
1,2,2,2,1,1,2,1,216,1,7,19
1,3,2,3,1,1,2,1,216,1,7,19
1,3,5,5,1,1,2,2,216,1,7,19
0,3,7,4,6,1,2,1,216,1,7,19
1,3,2,5,1,1,2,1,216,1,7,19
2,3,2,2,1,1,2,2,216,1,7,19
0,3,7,4,1,1,2,2,216,1,7,19
2,1,2,6,1,1,2,2,216,1,7,19
0,2,7,2,6,1,2,1,216,1,7,19
1,2,2,4,8,1,1,2,216,1,7,19
0,1,2,2,1,1,2,1,217,1,7,19
1,3,2,3,1,1,2,2,218,1,3,9
1,2,2,2,1,1,2,1,218,2,3,9
1,1,2,4,1,1,2,2,218,1,3,9
2,2,2,3,1,1,2,2,218,1,3,9
1,2,2,3,1,1,2,2,218,1,3,9
1,2,2,3,1,1,2,2,218,1,3,9
1,2,2,3,1,1,2,2,218,1,3,9
1,2,2,3,1,1,2,2,218,1,3,9
2,2,2,4,1,1,2,2,218,1,3,8
1,2,2,4,1,1,2,2,218,1,3,9
2,2,2,5,1,1,2,2,218,1,3,9
1,3,2,1,1,1,1,4,218,1,3,9
1,2,2,5,1,1,2,2,218,1,3,9
1,2,2,2,10,1,2,2,218,2,3,9
3,2,4,4,8,1,1,2,218,1,3,8
1,2,2,3,1,1,2,2,218,1,3,9
1,2,2,4,1,1,2,2,218,1,3,9
1,1,2,3,1,1,2,2,218,1,3,9
1,2,2,2,1,1,2,2,218,1,3,9
1,2,2,3,10,1,2,2,218,2,3,9
1,4,2,1,1,1,2,1,218,2,3,9
1,2,5,4,1,1,2,2,218,1,3,9
3,2,2,1,1,1,2,1,218,1,3,8
1,2,2,4,10,1,2,2,218,2,3,9
1,3,2,4,1,1,2,2,218,1,3,9
2,2,2,4,1,1,2,2,218,1,3,8
0,3,2,1,1,1,2,1,218,2,3,9
1,1,2,5,1,1,1,2,218,1,3,9
2,1,2,4,1,1,2,1,218,2,3,9
2,2,2,4,1,1,2,3,218,1,3,9
2,2,2,3,1,1,2,2,218,1,3,9
1,2,2,4,1,1,2,2,218,1,3,9
2,2,1,3,1,1,2,2,218,1,3,9
2,1,2,2,1,1,2,2,218,1,3,9
1,2,2,4,1,1,2,2,218,1,3,9
1,2,2,3,1,1,2,2,218,1,3,9
1,2,2,2,1,1,2,1,218,2,3,9
2,3,2,3,1,1,2,2,218,1,3,9
2,2,2,5,1,1,2,2,218,1,3,9
3,2,5,2,1,1,2,1,218,2,3,9
1,2,2,3,1,1,2,2,218,1,3,8
2,1,2,6,1,1,2,2,218,1,3,9
1,3,2,2,1,1,2,1,218,1,3,9
1,2,2,4,1,1,2,2,218,1,3,9
2,4,2,5,1,1,2,2,218,1,3,9
2,2,2,2,1,1,2,1,218,2,3,9
2,2,2,4,1,1,2,2,218,1,3,9
1,1,2,4,1,1,2,2,218,1,3,9
1,2,2,2,1,1,2,4,218,1,3,9
1,2,2,2,1,1,2,2,218,1,3,9
1,1,2,3,1,1,2,2,218,1,3,9
1,1,2,3,1,1,2,2,218,1,3,8
2,2,2,2,8,1,1,3,218,1,3,8
1,2,2,4,1,1,2,2,218,1,3,9
2,1,2,4,1,1,2,2,218,1,3,8
3,1,2,4,1,1,2,1,218,1,3,9
2,1,2,5,6,1,2,1,218,2,3,9
0,3,2,6,7,1,2,2,218,1,3,9
2,1,2,2,1,1,2,4,218,1,3,9
1,3,2,2,1,1,2,2,218,1,3,9
1,2,2,2,1,1,2,2,218,1,3,9
1,3,2,1,1,1,2,1,218,1,3,9
1,2,2,3,1,1,2,2,218,1,3,8
2,2,2,3,1,1,2,2,218,1,3,9
2,3,2,2,1,1,2,2,218,1,3,9
1,2,2,5,1,1,2,2,218,1,3,9
2,2,2,4,1,1,2,2,218,2,3,9
1,1,5,4,1,1,2,2,218,1,3,9
1,3,2,3,1,1,1,2,218,1,3,9
1,2,2,2,1,1,2,2,218,1,3,9
2,2,5,5,1,1,2,2,218,1,3,9
2,1,2,2,1,1,2,2,218,1,3,9
1,2,2,4,1,1,2,2,218,1,3,9
1,1,2,4,1,1,2,2,218,1,3,9
2,1,2,3,1,1,2,2,218,1,3,8
1,4,3,2,1,1,2,1,218,1,3,9
1,2,1,2,1,1,2,2,218,1,3,9
2,1,2,6,1,1,2,1,218,2,3,9
3,2,5,2,1,1,2,1,218,2,3,9
1,1,2,2,1,1,2,2,218,1,3,8
2,2,2,2,8,1,1,4,218,1,3,9
1,3,7,5,1,1,2,2,219,1,3,9
1,3,2,3,1,1,2,2,219,1,3,9
1,2,2,2,1,1,2,1,219,1,3,9
3,1,2,3,1,1,2,1,219,1,3,9
1,2,2,4,1,1,2,2,219,1,3,9
2,2,2,4,1,1,2,2,219,1,3,9
1,3,2,3,1,1,2,2,219,1,3,9
1,2,2,3,1,1,2,2,219,1,3,9
2,3,2,2,1,1,2,2,219,1,3,9
1,2,2,2,1,1,2,2,219,1,3,9
1,2,1,2,1,1,2,2,219,1,3,9
1,3,2,4,1,1,2,2,219,1,3,9
1,2,2,1,1,1,2,4,219,1,3,9
1,1,2,4,1,1,2,2,219,1,3,9
1,2,2,3,1,1,2,2,219,1,3,9
1,2,2,4,1,1,2,2,219,1,3,9
1,3,2,3,1,1,2,3,219,1,3,9
2,2,2,2,8,1,1,2,219,1,3,9
1,3,3,1,1,1,2,2,219,1,3,9
1,2,2,4,1,1,2,2,219,1,3,9
1,3,2,5,1,1,2,4,219,1,3,9
1,4,2,2,1,1,2,2,219,1,3,9
1,2,1,5,1,1,2,2,219,1,3,9
1,3,2,4,1,1,2,2,219,1,3,9
1,1,4,4,1,1,2,2,219,1,3,9
1,3,2,4,1,1,2,2,219,1,3,9
1,3,2,4,1,1,2,2,219,1,3,9
1,2,2,4,1,1,2,2,219,1,3,9
1,2,2,3,1,1,2,2,219,1,3,9
2,3,2,3,1,1,2,2,219,1,3,9
1,2,2,4,1,1,2,2,219,1,3,9
1,2,2,3,1,1,2,2,219,1,3,9
2,3,2,3,1,1,2,3,219,1,3,9
1,2,2,2,1,1,2,2,219,1,3,9
0,2,6,2,1,1,2,2,220,1,5,9
2,3,1,6,1,1,2,2,220,1,5,9
1,3,2,4,1,1,2,2,220,1,5,9
0,2,2,3,1,1,2,4,220,2,5,9
1,4,2,3,1,1,2,3,220,1,5,9
2,3,1,6,1,1,2,2,220,1,5,9
1,3,2,5,1,1,2,2,220,1,5,9
2,3,2,2,1,1,2,2,220,1,5,9
1,2,7,3,9,1,1,2,220,1,5,9
1,3,2,3,1,1,2,3,220,1,5,9
2,3,1,6,1,1,2,2,220,1,5,9
2,3,1,6,1,1,2,2,220,1,5,9
2,3,2,3,1,1,2,2,220,1,5,9
1,1,2,5,1,1,2,2,220,1,5,9
1,1,2,7,1,1,2,3,220,1,5,9
3,1,2,4,1,1,2,2,220,1,5,9
2,1,2,2,1,1,2,2,220,1,5,9
1,3,2,3,1,1,2,2,220,1,5,9
2,2,2,4,1,1,2,2,220,2,5,9
1,3,2,3,1,1,2,2,220,1,5,9
1,2,7,3,1,1,2,1,220,2,5,9
0,3,7,2,1,1,2,4,220,1,5,9
1,2,7,4,1,1,2,2,220,1,5,9
0,2,7,2,9,1,2,2,222,1,5,13
0,4,7,1,9,1,1,1,223,1,5,13
1,3,2,3,1,1,2,2,223,1,5,13
0,2,7,3,6,1,2,1,223,1,5,13
1,3,2,5,2,1,2,1,223,1,5,13
0,3,7,4,6,1,2,2,223,1,5,13
3,2,2,3,9,1,2,2,223,1,5,13
0,2,7,4,6,1,2,1,223,1,5,13
1,2,2,2,1,1,2,2,223,1,3,8
0,2,7,1,6,1,2,1,223,1,5,13
3,2,7,5,1,1,2,2,223,1,5,13
0,3,2,1,1,1,2,1,223,1,5,13
0,3,7,5,6,1,2,3,223,1,5,13
1,2,2,3,1,1,2,2,223,1,5,13
2,2,1,3,1,1,2,2,223,1,5,13
1,2,7,4,6,1,2,2,223,1,5,13
1,2,7,3,1,1,2,2,223,1,5,13
0,2,7,5,1,1,2,2,223,1,5,13
1,2,7,6,1,1,2,2,223,1,5,13
2,2,2,3,8,1,1,2,223,1,5,13
1,3,2,2,1,1,2,2,223,1,5,13
2,2,2,4,1,1,2,2,223,1,5,13
1,3,2,3,1,1,2,2,223,1,5,13
1,2,1,2,1,1,2,2,223,1,5,13
1,3,2,2,1,1,2,2,223,1,5,13
0,3,1,2,2,1,2,3,223,1,5,13
1,2,7,2,1,1,1,2,223,1,5,13
1,3,7,4,1,1,2,2,223,1,5,13
1,4,7,2,1,1,2,3,223,1,5,13
1,3,7,2,2,1,2,2,223,1,5,13
1,2,1,2,9,1,2,3,223,2,5,13
1,2,2,3,6,1,2,3,223,1,5,13
0,3,7,5,6,1,2,1,223,1,5,13
2,1,2,5,1,1,2,2,223,1,5,13
1,2,2,3,1,1,2,2,223,1,5,13
1,3,1,4,1,1,2,2,223,2,5,13
2,1,2,4,1,1,2,2,223,1,5,13
0,2,7,5,5,1,2,2,223,1,5,13
0,3,7,4,6,1,2,1,223,1,5,13
1,3,1,4,1,1,2,2,223,1,5,13
1,3,2,2,1,1,2,2,223,1,5,13
1,2,2,5,1,1,2,2,223,2,5,13
1,2,2,2,1,1,2,2,223,1,5,13
0,2,7,5,1,1,2,1,223,1,5,13
2,2,1,4,1,1,2,2,223,1,5,13
0,2,5,2,1,1,2,1,223,1,5,13
0,3,7,1,9,1,2,2,223,1,5,13
0,3,7,2,9,1,1,2,223,1,5,13
0,3,4,2,8,1,1,2,223,1,5,13
1,3,6,4,10,1,2,2,223,1,5,13
0,4,7,2,6,1,1,4,223,2,5,13
1,4,7,3,6,1,2,1,223,1,5,13
1,3,2,4,1,1,2,2,223,1,5,13
0,3,7,4,8,1,1,4,223,1,5,13
1,4,7,5,1,1,2,2,223,1,5,13
1,2,2,2,1,1,2,2,223,1,5,13
2,1,2,2,1,1,2,4,223,1,5,13
1,2,2,4,1,1,2,2,223,1,5,13
0,4,7,1,2,1,2,4,223,1,5,13
1,3,2,4,1,1,2,2,223,1,3,8
1,2,2,3,6,1,1,1,223,1,3,8
0,2,7,1,1,1,2,5,223,1,5,13
1,4,7,1,1,1,2,1,223,1,5,13
0,2,7,4,6,1,2,1,223,1,5,13
0,3,7,4,6,1,2,2,223,1,5,13
0,2,7,5,6,1,2,1,223,1,5,13
1,3,7,4,1,1,2,2,223,1,5,13
0,2,7,2,6,1,2,1,223,1,5,13
1,3,1,5,9,1,1,2,223,2,5,13
1,2,1,5,1,1,1,2,223,1,5,13
1,1,2,3,2,1,2,4,223,2,3,8
2,3,1,3,1,1,2,1,223,1,5,13
2,3,7,5,6,1,2,2,223,1,5,13
2,1,2,3,2,1,2,3,223,1,5,13
1,2,1,2,1,1,1,2,223,1,5,13
1,2,2,3,1,1,2,2,223,1,5,13
1,3,1,2,9,1,1,2,223,1,5,13
1,2,2,4,1,1,2,2,223,1,5,13
1,2,2,3,1,1,2,2,223,1,5,13
0,3,2,2,1,1,2,1,223,1,5,13
0,3,6,1,6,1,2,1,223,1,5,13
0,4,7,1,6,1,2,1,223,1,5,13
0,1,2,3,4,1,2,2,223,1,5,15
2,2,2,2,1,1,2,4,223,2,5,13
1,2,1,5,1,1,2,2,223,1,5,13
0,2,2,3,6,1,2,1,223,1,5,13
1,3,2,4,6,1,2,1,223,1,5,13
0,2,7,4,6,1,2,2,223,1,5,13
1,4,7,2,1,1,2,1,223,1,5,13
2,2,1,3,1,1,2,2,223,1,5,13
1,3,7,2,6,1,2,4,223,1,5,13
0,3,7,4,2,1,1,2,223,1,5,13
0,3,7,6,6,1,2,2,223,1,5,13
0,2,7,2,5,1,1,2,223,1,5,13
1,3,1,2,1,1,2,2,223,1,5,13
2,4,7,2,1,1,2,4,223,1,5,13
2,2,2,4,1,1,2,2,223,1,5,13
0,2,1,2,9,1,1,2,223,1,5,13
1,1,1,2,10,1,2,2,223,2,5,13
2,2,7,3,1,1,2,2,223,1,5,13
1,3,2,4,1,1,2,2,223,1,5,13
1,1,2,5,1,1,1,2,223,1,5,13
0,2,7,5,6,1,2,2,223,1,5,13
1,3,5,1,9,1,2,5,223,1,5,13
1,3,2,3,2,1,2,2,223,2,5,13
1,6,2,2,1,1,2,1,223,1,3,8
1,1,1,2,1,1,2,2,223,1,5,13
0,3,7,4,5,1,2,3,223,1,5,13
0,4,4,1,1,1,2,1,224,1,5,13
1,3,1,2,2,1,2,2,224,2,5,13
0,3,7,4,2,1,2,3,224,2,5,13
0,3,2,3,1,1,2,2,224,1,5,13
2,3,2,2,1,1,2,2,224,1,5,13
0,4,7,1,9,1,2,5,224,1,5,13
1,3,1,2,6,1,2,4,224,2,5,13
2,2,1,2,2,1,2,2,224,2,5,13
1,1,1,2,9,1,2,2,224,1,5,13
1,2,2,4,2,1,2,2,224,2,5,13
2,2,1,4,7,1,2,1,224,2,5,13
1,3,7,6,2,1,2,2,224,2,5,13
0,3,7,2,2,1,2,2,224,1,5,13
1,3,2,4,2,1,2,2,224,2,5,13
2,3,1,4,2,1,2,2,224,2,5,13
0,2,7,1,2,1,2,2,224,2,5,13
0,4,3,2,7,1,2,1,224,1,5,13
1,3,7,2,9,1,2,2,224,1,5,13
1,3,1,2,1,1,2,1,224,1,5,13
1,2,7,3,2,1,2,2,224,2,5,13
1,2,2,3,2,1,2,2,224,2,5,13
1,4,2,4,2,1,2,2,224,2,5,13
0,6,3,2,2,1,2,2,224,2,5,13
0,4,7,4,2,1,1,2,224,2,5,13
1,3,2,4,8,1,1,2,224,2,5,13
0,2,2,3,1,1,2,2,224,1,5,13
1,1,2,2,1,1,2,2,224,1,5,13
1,3,2,2,2,1,2,2,224,2,5,13
1,3,2,3,2,1,2,2,224,2,5,13
0,2,7,2,10,1,2,4,225,2,4,10
1,2,3,5,6,1,2,2,225,2,4,15
1,3,2,4,1,1,2,2,225,2,4,10
0,3,7,5,1,1,2,2,225,1,4,10
1,3,7,3,2,1,2,2,225,2,4,10
1,3,2,2,1,1,2,2,225,2,4,10
0,3,2,2,1,1,2,1,225,1,4,10
1,1,5,1,1,1,2,1,225,2,4,10
1,3,7,2,8,1,1,1,225,2,4,10
2,2,2,4,1,1,2,2,225,1,4,10
1,3,2,2,1,1,2,4,225,1,4,10
2,3,4,4,10,1,2,4,225,2,4,10
0,3,2,4,4,1,2,2,225,2,4,15
1,3,2,2,1,1,2,2,225,1,4,10
2,3,2,4,10,1,2,1,225,2,4,10
1,2,2,4,2,1,2,2,225,2,4,10
0,3,7,1,9,1,1,5,225,2,4,10
1,2,1,3,10,1,2,2,225,2,4,10
0,2,2,2,9,1,2,2,225,2,4,10
1,3,7,2,1,1,1,2,225,2,4,10
0,3,7,5,1,1,2,4,225,2,4,10
1,1,2,3,1,1,2,1,225,1,4,10
0,2,7,3,2,1,2,1,225,1,4,10
0,2,2,2,6,1,2,4,225,2,4,10
1,2,1,4,1,1,2,2,225,2,4,10
0,2,7,2,1,1,2,2,225,2,4,10
1,3,2,5,4,8,2,2,225,1,4,15
1,4,7,2,1,1,2,1,225,1,4,10
0,4,7,1,1,1,1,1,225,2,4,10
0,3,2,2,1,1,2,1,225,1,4,10
1,1,2,4,8,10,1,3,225,2,4,10
0,6,2,2,1,1,2,2,225,1,4,10
0,2,2,4,1,1,2,2,225,2,4,10
1,3,2,4,2,1,2,2,225,2,4,10
2,1,2,4,1,1,2,2,225,2,4,10
2,1,2,4,2,1,2,3,225,2,4,10
1,2,2,4,1,8,2,2,225,1,4,10
1,1,1,2,10,1,2,2,225,2,4,10
0,3,7,3,6,1,2,2,225,2,4,10
0,2,1,2,10,1,1,2,225,2,4,10
1,1,2,4,2,1,2,3,225,2,4,10
0,3,2,1,1,1,2,1,225,2,4,10
2,2,2,9,4,7,2,2,225,1,4,15
1,3,7,4,10,1,2,2,225,2,4,10
0,4,7,1,1,1,2,1,225,1,4,10
1,3,7,7,1,1,2,1,225,1,4,10
2,3,1,3,1,1,2,1,225,1,4,10
2,2,2,3,1,1,2,2,225,2,4,10
1,2,2,6,1,1,2,2,225,2,4,10
0,2,7,3,8,1,1,1,225,2,4,10
0,3,2,1,1,1,2,1,225,2,4,10
0,5,5,1,1,1,2,1,225,2,4,10
1,2,1,2,2,1,2,2,225,2,4,10
0,3,1,3,2,1,2,5,225,2,4,10
0,2,5,2,2,1,2,2,225,2,4,10
0,3,7,3,2,1,2,5,225,2,4,10
0,2,2,3,2,1,2,2,225,2,4,10
1,5,5,2,1,1,2,4,225,2,4,10
2,2,2,2,6,1,2,4,225,2,4,10
3,3,2,6,1,1,2,4,225,2,4,10
1,2,2,5,4,1,2,3,225,2,4,15
1,3,1,3,2,1,2,1,225,2,4,10
3,1,1,4,1,1,2,1,225,2,4,10
1,2,7,2,10,1,1,3,225,2,4,10
1,2,1,2,9,1,2,2,225,2,4,10
1,4,3,3,6,1,2,3,225,1,4,10
1,2,2,4,1,1,2,1,225,2,4,10
0,3,7,2,9,1,2,5,225,2,4,10
1,1,2,2,10,1,2,2,225,2,4,10
2,3,3,3,1,1,2,1,225,2,4,10
2,2,2,3,1,1,2,1,225,2,4,10
0,4,7,2,9,1,2,2,225,2,4,10
1,2,2,4,2,1,2,2,225,2,4,10
0,2,7,4,5,1,2,1,225,1,4,10
0,3,3,2,8,1,1,1,225,1,4,10
1,6,3,2,1,1,2,1,225,2,4,10
1,3,7,2,10,1,1,4,225,2,4,10
1,14,1,2,1,1,2,2,225,2,4,10
1,2,2,3,2,1,1,3,225,2,4,10
0,3,7,2,9,1,2,5,225,2,4,10
2,3,3,3,1,1,2,1,225,2,4,10
1,3,2,7,10,1,2,3,225,2,4,10
1,2,1,3,1,1,2,2,225,2,4,10
0,9,3,2,1,1,2,1,225,1,4,10
0,4,3,4,7,1,2,1,225,2,4,10
2,1,2,2,2,1,1,4,225,2,4,10
1,3,2,4,10,1,2,2,225,2,4,10
2,2,1,3,9,1,1,2,225,2,4,10
1,3,1,3,5,1,2,1,225,1,4,10
1,3,2,2,1,1,2,2,225,1,4,10
0,2,7,5,1,1,2,1,225,2,4,10
1,3,7,3,2,1,2,2,225,2,4,10
1,3,2,3,1,1,2,2,225,1,4,10
1,2,7,3,1,1,2,2,225,2,4,10
1,2,1,2,8,1,1,2,225,2,4,10
0,3,2,2,2,7,2,2,225,1,4,10
0,3,7,2,1,1,2,5,225,2,4,10
0,4,7,2,6,1,2,1,225,2,4,10
0,3,6,1,1,1,2,5,225,2,4,10
3,2,1,3,7,1,2,1,225,1,4,10
0,4,4,1,9,1,2,5,225,2,4,10
0,4,7,1,9,1,1,4,225,2,4,10
1,3,2,3,1,1,2,2,225,2,4,10
1,4,6,3,10,1,2,1,225,2,4,10
0,3,7,3,1,1,2,1,225,1,4,10
0,2,7,2,8,1,1,3,225,2,4,10
0,4,2,2,1,1,2,1,225,1,4,10
2,1,2,4,2,1,2,1,225,2,4,10
1,5,5,1,3,8,2,1,225,1,4,3
0,2,7,5,10,1,2,2,225,2,4,10
1,2,2,3,2,1,2,1,225,2,4,10
2,1,1,3,2,1,2,2,225,2,4,10
2,3,2,2,1,1,2,1,225,2,4,10
2,2,2,5,7,1,2,1,225,1,4,10
2,2,2,5,1,1,2,1,225,1,4,10
0,3,2,2,1,1,2,4,225,1,4,10
0,5,2,6,4,8,2,2,225,1,4,15
1,3,2,3,1,1,2,2,225,1,4,10
1,1,2,4,1,1,2,2,225,2,4,10
2,2,2,3,10,1,2,2,225,2,4,10
0,2,2,4,6,8,2,2,225,1,4,10
1,3,2,2,9,1,2,2,225,2,4,10
1,2,5,4,2,1,2,2,225,2,4,10
1,3,3,2,1,1,2,1,225,2,4,10
3,6,3,2,1,1,2,1,225,2,4,10
1,3,2,4,10,1,2,2,225,2,4,10
1,3,2,6,7,10,2,1,225,1,4,10
3,2,2,3,1,1,2,2,225,2,4,10
1,1,2,2,2,1,2,2,225,2,4,10
2,1,2,4,1,1,2,2,225,2,4,10
1,2,2,4,2,1,2,1,225,2,4,10
1,2,2,3,2,1,2,5,225,2,4,10
2,3,2,5,2,1,2,2,225,2,4,10
2,3,1,2,2,1,2,3,225,2,4,10
3,1,2,4,2,1,2,2,225,2,4,10
1,3,7,2,2,1,2,3,225,2,4,10
1,3,2,1,1,1,2,1,225,1,4,10
0,2,2,2,9,1,2,2,225,2,4,10
1,2,2,5,1,1,2,2,225,2,4,10
1,2,3,3,1,1,2,2,225,2,4,10
1,2,7,5,1,1,2,2,225,1,4,10
0,3,1,2,1,1,2,2,225,1,4,10
1,3,1,2,2,1,2,2,225,2,4,10
1,3,2,4,1,1,2,2,225,2,4,10
2,5,5,4,1,1,2,1,225,1,4,10
2,1,2,4,5,1,2,1,225,2,4,10
1,3,7,6,1,1,2,1,225,1,4,10
1,4,7,3,6,1,2,1,225,1,4,10
1,2,1,3,1,1,2,2,225,1,4,10
1,2,7,3,1,1,2,2,225,1,4,10
1,3,2,5,1,1,2,2,225,1,4,10
1,2,2,2,1,1,2,2,225,2,4,10
0,4,7,2,9,1,2,2,225,2,4,10
2,1,2,4,10,1,2,2,225,2,4,10
1,2,2,3,1,1,2,3,225,2,4,10
3,2,1,4,1,1,2,1,225,1,4,10
0,2,7,3,1,1,2,2,225,2,4,10
1,2,2,2,2,1,2,2,225,2,4,10
0,3,2,2,8,1,1,3,225,2,4,10
1,4,2,2,1,1,2,1,225,2,4,10
0,2,1,2,9,1,1,2,225,2,4,10
1,3,2,4,1,1,2,2,225,2,4,10
1,3,7,4,10,1,2,2,225,2,4,10
